,count,mean,std,min,2.5%,50%,97.5%,max,P,Geweke
a_Intercept,3000.0,2.150634594834573,0.17628621859882201,1.538824286994423,1.8410466540481623,2.138284872330517,2.5232457177091216,2.8496237953743897,0.0,-1.7207648287402484
a_Intercept_std,3000.0,0.8637107671749251,0.09082643037376914,0.5649548595330721,0.6725950028762756,0.8753203959080219,0.993692382093751,0.9998122419704183,0.0,1.7048116809528062
a_Intercept_subj.101,3000.0,2.1196562829074947,0.034800756680818945,2.001964789200712,2.0494646148842524,2.12038757987729,2.192267461576032,2.248235432747866,0.0,-2.528057115589583
a_Intercept_subj.103,3000.0,0.9432008311814831,0.04371389247630719,0.831720818962093,0.8649365876123866,0.9410238536637612,1.0409552752847104,1.1278163131592016,0.0,12.415936589092773
a_Intercept_subj.104,3000.0,2.003061665372264,0.03761934010297304,1.8914127028729715,1.9284710129359186,2.0035301713388973,2.079779955861425,2.117799042201396,0.0,-0.47447861496221616
a_Intercept_subj.105,3000.0,0.8427625339627463,0.01696274345035279,0.786228537323193,0.8095154721598765,0.8433373733723695,0.8750641349439047,0.908968281839832,0.0,-4.0235031854055014
a_Intercept_subj.107,3000.0,1.8856927237971592,0.06389449466118952,1.665857584534359,1.761806909027375,1.886520623001289,2.0122252398094354,2.112432164705543,0.0,3.7387053644024952
a_Intercept_subj.108,3000.0,2.046928500336234,0.026986470145862675,1.9534920495742996,1.9925494805086998,2.04745555691387,2.1029014513188917,2.135997612073422,0.0,-2.144021570886453
a_Intercept_subj.110,3000.0,2.0385836333411866,0.034333508076623255,1.9336846081523493,1.9714700737626882,2.039450684336714,2.1068358741518423,2.148372625410265,0.0,1.6765795957668872
a_Intercept_subj.112,3000.0,1.1452955259996314,0.06331906227275517,0.9959790584770264,1.0370488969198248,1.139915966443266,1.2894251578787528,1.3658153858507547,0.0,-2.3489514827197855
a_Intercept_subj.117,3000.0,2.0687776483990774,0.03280397477482963,1.9699718526351953,2.006949948522068,2.0681564792278397,2.135024568294172,2.1890650941950485,0.0,4.4366298227601
a_Intercept_subj.118,3000.0,1.9673816017125791,0.04714765131603404,1.8289484508937437,1.8810709763145337,1.9667391452929563,2.0628508802335297,2.1312747406689554,0.0,-5.80919018603913
a_Intercept_subj.120,3000.0,2.562437391439335,0.14201850160753338,2.1586696086820263,2.274916384864626,2.585432659630792,2.7785650158392614,2.819493336049219,0.0,14.757703491313219
a_Intercept_subj.121,3000.0,1.1119966842043105,0.060070732563615385,0.9367613996370477,1.0062870965501571,1.1057357107681756,1.2449515404870726,1.309019870475761,0.0,-8.371726614703412
a_Intercept_subj.122,3000.0,0.8947332289511897,0.03534970154578201,0.7761468190421078,0.8206249596318935,0.8961704758635817,0.9628782556828236,1.0013749074296867,0.0,4.662807745704081
a_Intercept_subj.124,3000.0,2.061048914133319,0.0838150508757775,1.768351141907841,1.845622966060737,2.070337343033253,2.191743424322289,2.254666878293518,0.0,-7.452829890468742
a_Intercept_subj.125,3000.0,0.7286778792784193,0.04558639181468885,0.5975124983370207,0.6494199161440599,0.7251707877017448,0.8231678514107017,0.8908984798484038,0.0,-10.486484887773141
a_Intercept_subj.132,3000.0,1.979035124051662,0.08100340935665308,1.6760921323830145,1.8082400969812065,1.9839956525140297,2.1355189848403513,2.235976285209848,0.0,-0.8334033867654183
a_Intercept_subj.134,3000.0,2.634455579975871,0.07681629345179747,2.335054263727364,2.463756776988698,2.6410673471433546,2.7574276438811176,2.7983977577900614,0.0,4.406201313569752
a_Intercept_subj.135,3000.0,1.47873397961987,0.18480365722980094,1.0876365222455473,1.1765260720163715,1.4492386339070806,1.9887413106475815,2.1412326916286624,0.0,-11.870009372851133
a_Intercept_subj.136,3000.0,1.6122229121703104,0.1593806809957985,1.1365052674778644,1.3038242314271036,1.635431015387153,1.8480980389583948,1.9253211352300128,0.0,-9.697106146674914
a_Intercept_subj.137,3000.0,2.00749535214527,0.036637744064067376,1.876331123223562,1.9388168963711039,2.006462074651579,2.0813686327311913,2.1431995624372284,0.0,-2.919471639068906
a_Intercept_subj.138,3000.0,1.2464893418611522,0.1652043575141142,0.9642384955422696,1.0294109891973626,1.2013683697076019,1.6425784953001585,1.8213972505552167,0.0,-14.021411288760373
a_Intercept_subj.139,3000.0,2.1918451184440535,0.0913635633374218,1.9185978098539325,1.9842059093686473,2.196171510623299,2.351881339124817,2.4131995502611363,0.0,14.709671481746085
a_Intercept_subj.140,3000.0,0.5437626037248919,0.0285656320999029,0.46758136900622316,0.49332244549505855,0.5433748306785706,0.6024639397241216,0.6638643171133337,0.0,7.467038093166837
a_Intercept_subj.253,3000.0,2.8007612363079524,0.03707351577464006,2.6509700810795502,2.7170862688037216,2.8046611741799587,2.862256229404539,2.9119707048524544,0.0,4.516459796415576
a_Intercept_subj.254,3000.0,0.8702101478437498,0.04042213967689051,0.7421527056874742,0.7951047178260316,0.8695765351892037,0.9566363458739747,1.004548700540024,0.0,-9.986756206345119
a_Intercept_subj.255,3000.0,1.4892959367630665,0.18398569271989978,1.1515511890640173,1.2162654692520556,1.4622326699366246,1.839109240501528,1.9430339965582715,0.0,-34.366246353614
a_Intercept_subj.256,3000.0,2.5860523826437727,0.08371000047885808,2.3026728328066777,2.38992896091458,2.5954748028778534,2.7174962098520403,2.776211629568913,0.0,-3.609187773644148
a_Intercept_subj.257,3000.0,2.407511618297114,0.08640472190133548,2.19078587645333,2.242888621572792,2.406890393574387,2.576666606435662,2.6792135341035612,0.0,-6.075720756543222
a_Intercept_subj.258,3000.0,1.9317792082796392,0.07354614304825996,1.6793972628400766,1.7627653132280332,1.9352793651855187,2.0620145772379823,2.128413167539542,0.0,1.4319369783968934
a_Intercept_subj.259,3000.0,1.5511424259958566,0.03907501994098674,1.403513385262936,1.47684971469524,1.5521569187829267,1.6240709114031717,1.6783239019909493,0.0,1.9179939539608826
a_Intercept_subj.260,3000.0,2.5625038851773154,0.06346519831820659,2.355352183994278,2.4424968381503036,2.5633070906669864,2.671235775056889,2.7126483555250163,0.0,-3.932863331778765
a_Intercept_subj.262,3000.0,2.6357332492282284,0.07645376558832255,2.3260508792125587,2.4787889019181466,2.6436121121839715,2.7608873658497344,2.799861809981468,0.0,-3.7380222287286675
a_Intercept_subj.263,3000.0,0.878522383332104,0.041591363424050905,0.7600479805765598,0.8061073800866481,0.8755777256109692,0.9711775427560856,1.0275265790539163,0.0,-7.718320299423703
a_Intercept_subj.264,3000.0,2.6534243212172064,0.06404966636523032,2.386103163823933,2.515135768781331,2.6627010059011553,2.7540543150075116,2.796345523651855,0.0,9.934595208189442
a_Intercept_subj.265,3000.0,1.1582488847793744,0.08403370285225387,0.9531644785702497,1.0190249726479177,1.1436434892506453,1.3662665747550558,1.4215194550798518,0.0,13.044034050670291
a_Intercept_subj.266,3000.0,2.182916551420255,0.05076268323684339,2.011640800291253,2.0825807408106938,2.183094311484424,2.2811549028696207,2.330584614119865,0.0,-7.94188621182403
a_Intercept_subj.267,3000.0,2.577269102396786,0.0860710419375116,2.3307692550127523,2.385486128538259,2.588757868666473,2.724894824405465,2.7911902402498963,0.0,8.995438193251223
a_Intercept_subj.268,3000.0,1.8306065155546618,0.09139959934948096,1.5674528333574356,1.612163951142849,1.8403361194305243,1.97782010058617,2.039969234006468,0.0,-1.3577674240220203
a_Intercept_subj.269,3000.0,2.193837981959995,0.08985029657508771,1.8775176182151294,1.9907759049709952,2.1941514401071815,2.3518608316880925,2.422010536555524,0.0,-11.780733900157964
a_Intercept_subj.270,3000.0,1.6360454284109485,0.18677641311055448,1.2828890407782543,1.3614209226626262,1.6076485379389691,2.00912854820649,2.11935055256129,0.0,-44.20371055545198
a_Intercept_subj.271,3000.0,2.7120565552793776,0.05421579086417029,2.527822262154,2.6000562396070217,2.7192652691416623,2.798858788655142,2.840397167025155,0.0,2.719179974087493
a_Intercept_subj.272,3000.0,2.1739563923849645,0.07343099495039702,1.9267612495345514,2.0138679169660536,2.171750567921113,2.325076612884684,2.42220943798773,0.0,11.192154350963484
a_Intercept_subj.273,3000.0,2.5068735127404786,0.13267582041471176,2.052437529301504,2.128558764798082,2.5355052465341084,2.6897558257575467,2.7253147332931147,0.0,9.758309528019186
a_Intercept_subj.274,3000.0,2.1291208928340675,0.061064175231289715,1.9508537089659688,2.0107246301794857,2.130268819437346,2.2443849068426003,2.3249312496349868,0.0,-7.963526009703664
a_Intercept_subj.275,3000.0,1.353192101979266,0.12740344291596692,1.0703130382257549,1.1402849525150494,1.3470815408394752,1.5997141728349846,1.7395188832551833,0.0,15.788820299336164
a_Intercept_subj.276,3000.0,2.43929236314946,0.10724277085127863,2.0943309385852524,2.2178238847297953,2.4421276336572912,2.6282513557397755,2.703521555721472,0.0,4.686499685379711
a_Intercept_subj.278,3000.0,2.66173076541691,0.08583032561858213,2.40526023555815,2.482656535890358,2.662968127248666,2.823943870507612,2.9038049881624435,0.0,-8.238812018326913
a_Intercept_subj.281,3000.0,2.5592634379268544,0.09846057674891716,2.2285185839024826,2.365033555632294,2.56157014181422,2.75018217548013,2.8481108485034454,0.0,4.457212366583397
a_Intercept_subj.282,3000.0,2.5491511837300007,0.05644701201681996,2.3483325659639585,2.4054165206927376,2.553949362761759,2.6418297648740756,2.670930987631399,0.0,-13.547582271791553
a_Intercept_subj.283,3000.0,2.750464504146957,0.05156700504384028,2.5383493374456862,2.627783531287211,2.754798499868259,2.840976052914413,2.8785642154765236,0.0,-1.7345002785040158
a_Intercept_subj.284,3000.0,2.3526982184808705,0.08818358039046859,2.146384070915363,2.202579117914067,2.350049346234531,2.5304925166282337,2.6274837152981987,0.0,-8.94840963752566
a_Intercept_subj.285,3000.0,1.9817895374478367,0.13731313088041164,1.6775901279955607,1.7514284769624022,1.9595309153993792,2.2987663945251526,2.3871740170176117,0.0,-10.428475391696209
a_Intercept_subj.286,3000.0,1.0316261242811684,0.05184821808010003,0.8965846154927211,0.9395548936884479,1.0296175765640507,1.1369609229148676,1.1805764998246815,0.0,-2.454056555667591
a_Intercept_subj.287,3000.0,2.1362465212807207,0.09713430040584206,1.7074740131303,1.8962642959789358,2.139434997480607,2.3014801575629793,2.4224658328345288,0.0,-0.9054510063970593
a_Intercept_subj.288,3000.0,2.1852446497053597,0.0654827133498397,1.9762393799191784,2.0461812871156355,2.1857674081325147,2.3095551418995517,2.3929139331377125,0.0,-0.40919894301477255
a_Intercept_subj.289,3000.0,2.3411562780476833,0.07904527776139679,2.1411576590687207,2.2111564770748267,2.3341416056883326,2.510355478872806,2.5919307205813826,0.0,-9.462444879242543
a_Intercept_subj.290,3000.0,1.8196965616298708,0.18452996973386193,1.150197897898571,1.3101814917442824,1.8772598005095555,2.046686344961932,2.120226323731233,0.0,13.16654781858949
a_Intercept_subj.291,3000.0,0.6737001537380972,0.045825699818653656,0.5432318426455706,0.5761533331230726,0.6718672145158882,0.7670573610130776,0.837551271401874,0.0,3.9886923412157644
a_Intercept_subj.292,3000.0,2.7463316489237726,0.04893109998193868,2.5144598552656405,2.6288457672645382,2.75367873228216,2.817606860991331,2.870890661600777,0.0,-4.687360775705229
a_Intercept_subj.293,3000.0,2.7092684380644525,0.0571967084946589,2.5031939633301605,2.5842566094278423,2.716132905274077,2.8002389744434395,2.849047689114506,0.0,3.5876778450406834
a_progress_c,3000.0,0.15873574830250103,0.010504064917939766,0.12190774358636418,0.13678402798366557,0.15856344006618597,0.17901540735001745,0.19690089532361343,0.0,-12.33389282065942
a_progress_c2,3000.0,-0.09724730360401199,0.012389672049197564,-0.14147881726550476,-0.1217332381679718,-0.09708868726123945,-0.07355397402115843,-0.057113337947429024,0.0,9.410503500932032
a_showprog_c,3000.0,0.007986427693957009,0.004956269912188628,-0.007845600582091723,-0.001881065182628979,0.008146363418102081,0.017694615705049554,0.024708863277168563,0.06133333333333333,1.1119762979253867
a_showprog_c:progress_c,3000.0,-0.0860942262909544,0.011804190067426024,-0.12502504120368954,-0.10997413006501455,-0.08592960558815887,-0.06353492856113745,-0.0489443657262682,0.0,1.1689392633110947
a_showprog_c:progress_c2,3000.0,-0.18726329405704184,0.014109646549929576,-0.23428297765311545,-0.21537676014837984,-0.18733032792455967,-0.15995037958790978,-0.14322332088084638,0.0,-2.7073701756364406
t_Intercept,3000.0,0.013577585296762241,0.011161014268573468,0.0010026599261630225,0.001343343345729586,0.010641856622221245,0.04274455826278107,0.07988170857995312,0.0,-0.3181597093747693
t_Intercept_std,3000.0,0.16248827932075302,0.016211322678754667,0.11970907008367465,0.13456391048343494,0.16126108906134268,0.19839664156121622,0.23556642469841316,0.0,1.1932890915785115
t_Intercept_subj.101,3000.0,0.0017607112331024988,0.0005958298226310335,0.0010019812117508012,0.0010762119322645697,0.001602306873286546,0.0033442499535978453,0.006786846447150059,0.0,0.2750140735645866
t_Intercept_subj.103,3000.0,0.27525060606355534,0.008025682162255405,0.24207651448306808,0.2577955407985124,0.2755219913201846,0.28921588614358296,0.2972595558937238,0.0,-13.735226729782273
t_Intercept_subj.104,3000.0,0.001723161133465967,0.0005591550274606149,0.0010014797500870337,0.0010639751428006639,0.0015815233045379253,0.003155831706618896,0.005101439461002616,0.0,1.8575020436862766
t_Intercept_subj.105,3000.0,0.0014280311890340822,0.00029892246495587943,0.0010000895435326894,0.001040331075748143,0.0013583833948704197,0.0021727065476924786,0.003415898516772358,0.0,1.1236657011769016
t_Intercept_subj.107,3000.0,0.25498937190142534,0.014092654103420294,0.1994406907170378,0.2251328293047662,0.2552785368690015,0.2802139950581263,0.29879424871798527,0.0,-2.9886343783392455
t_Intercept_subj.108,3000.0,0.0017193725814331942,0.0005725464329180836,0.0010054819011656403,0.0010877439257062254,0.0015705173188401676,0.003252769193623832,0.005604597221498723,0.0,-3.710885488391457
t_Intercept_subj.110,3000.0,0.0015618063082230096,0.00042300953235468894,0.0010034934083225323,0.0010600469284933825,0.0014608746243462835,0.0025981447662118094,0.0048608323550718355,0.0,0.003166587313966336
t_Intercept_subj.112,3000.0,0.21132662210370548,0.01208472859485424,0.16451095889498857,0.1847220870510187,0.21230372161397998,0.23255824571123745,0.2399355259382599,0.0,1.1191646123250178
t_Intercept_subj.117,3000.0,0.0026594170792030862,0.0014458124744356625,0.0010175763995872332,0.0011507489407911358,0.0022317435496858906,0.006708344373313438,0.010292501926987857,0.0,-1.546275273833182
t_Intercept_subj.118,3000.0,0.0030794756227180706,0.0022434465352183927,0.00100192277331899,0.0011498329409861494,0.002426717885728318,0.00880076186574132,0.02349722338364366,0.0,-0.11600064628810618
t_Intercept_subj.120,3000.0,0.008390517279040248,0.007539155513393964,0.0010437539253132372,0.0013193727934814204,0.005950618043064572,0.028820630696841893,0.05552967913640352,0.0,-3.1533561032822415
t_Intercept_subj.121,3000.0,0.2635720552231273,0.009889738419569645,0.228566266880146,0.24095736948932375,0.26434223130437207,0.28084793567532335,0.29175993258948685,0.0,8.20739391120646
t_Intercept_subj.122,3000.0,0.33592515736362843,0.006047832300945421,0.3106965957907358,0.3234949555861752,0.33596759448478186,0.3473452866009095,0.3601225339820079,0.0,-5.05844542624466
t_Intercept_subj.124,3000.0,0.22208456012524744,0.01712345190798651,0.1812155233760824,0.19264188090660683,0.22039084827098762,0.26127420420710273,0.27370251678361734,0.0,8.833284718160117
t_Intercept_subj.125,3000.0,0.409217701680983,0.005548405713729801,0.39284897963386584,0.39809537655366567,0.40935658617133786,0.419530002416245,0.42623784546215654,0.0,7.6296184105877645
t_Intercept_subj.132,3000.0,0.2522013363078689,0.01099443829389545,0.20790875094198658,0.2298917265991151,0.2520730714112748,0.2727882582022773,0.2831757399343781,0.0,-1.05522506751753
t_Intercept_subj.134,3000.0,0.018415410873988305,0.01288031197031805,0.0010479775560550263,0.0017662699711383958,0.015786172767626158,0.04849198543304098,0.0630166599424493,0.0,0.7624662281628669
t_Intercept_subj.135,3000.0,0.20393425023246486,0.031458713049471,0.07706609837877414,0.12051177351126768,0.2090135353906566,0.25840239782096897,0.27505845545678675,0.0,11.042589186179491
t_Intercept_subj.136,3000.0,0.3014902551275467,0.020521240036590425,0.24849349186907602,0.26538482496358323,0.30164983364007464,0.3370464789461557,0.35715047014395895,0.0,8.512140743621838
t_Intercept_subj.137,3000.0,0.003155303101391372,0.0019248997790227342,0.0010008053375859093,0.0011608920585792553,0.0026204496558179177,0.00816717511254828,0.019418609436448596,0.0,-2.1025654128680182
t_Intercept_subj.138,3000.0,0.30280015283231726,0.018519656170788178,0.24238663580888975,0.25886923629453806,0.30752081322259295,0.32864030756669393,0.3356979798315684,0.0,13.594054918269636
t_Intercept_subj.139,3000.0,0.1638674411336316,0.019392730044110677,0.11304084156758508,0.12562405638107996,0.164795681734351,0.20184029677377427,0.22488572020159167,0.0,-14.482002574160319
t_Intercept_subj.140,3000.0,0.3477494357326425,0.006096656581778997,0.32597411094541684,0.335445878845455,0.34750117841771744,0.35907418072645797,0.3644718601636489,0.0,-8.391942232737414
t_Intercept_subj.253,3000.0,0.00581479737935066,0.004482325065819037,0.0010745398278734306,0.0013290363729252237,0.004404207294078704,0.017746330093789574,0.032897231103381816,0.0,-5.383110240047919
t_Intercept_subj.254,3000.0,0.25970794783083745,0.006556582737723131,0.23557390854551005,0.24653024111897925,0.26004209449041593,0.27199517274385027,0.27840004851966244,0.0,7.37132813330462
t_Intercept_subj.255,3000.0,0.07078353268783757,0.03387354742644835,0.001444380819078244,0.007364539460746582,0.07557418309835254,0.12235848126998213,0.13945426577733674,0.0,34.31947600216848
t_Intercept_subj.256,3000.0,0.015883683679718232,0.012058899261440784,0.0010447824264749202,0.0018483236325367415,0.012714742848168311,0.04668174238581303,0.05710753235340056,0.0,6.6818089689286975
t_Intercept_subj.257,3000.0,0.005034003632427417,0.0037926613360503695,0.0010212516049090468,0.0013279481172620421,0.0038194695109778063,0.014953973805854436,0.02898958363704758,0.0,2.875097346249815
t_Intercept_subj.258,3000.0,0.014646650031401509,0.010453456235445285,0.001049836575466587,0.0017047496996403092,0.01241291312319303,0.04106443837860064,0.060919137392390715,0.0,-0.12162642036638506
t_Intercept_subj.259,3000.0,0.002497923379714362,0.0012408876603327904,0.0010401166108853191,0.0011768332772616522,0.0021206627801539438,0.005780440505045621,0.009727395560637269,0.0,-2.0585400675280763
t_Intercept_subj.260,3000.0,0.009273335253741627,0.006966224359712675,0.0010626025296878632,0.0014332517935113217,0.007352600449752772,0.0270509758121927,0.03371170209648863,0.0,1.320171345218921
t_Intercept_subj.262,3000.0,0.02605070377837844,0.014443268020199716,0.001209403629191069,0.003441171014612001,0.024552092722442992,0.057442988026615883,0.08058142269303624,0.0,6.09260702691142
t_Intercept_subj.263,3000.0,0.3029915019827115,0.006562272411452544,0.2801548537239601,0.2890337066790511,0.3032602179590733,0.31502215424720936,0.3204290241986844,0.0,6.2676822313262734
t_Intercept_subj.264,3000.0,0.013437573182525135,0.009980673648289324,0.0011008077607782937,0.001631673419554473,0.011060521618085043,0.03592393754471606,0.06298198470263898,0.0,-5.076335603306984
t_Intercept_subj.265,3000.0,0.3105186999506967,0.012763266323969034,0.2591329678348628,0.2796694243551195,0.31283803775625,0.33095977874834204,0.3412638060312545,0.0,-8.302965756372808
t_Intercept_subj.266,3000.0,0.006800022416156265,0.004756040045833609,0.0010670823557553432,0.0013391890354741995,0.005563964227345422,0.01816147105709103,0.028542129937982046,0.0,8.254326007032235
t_Intercept_subj.267,3000.0,0.010927548822948675,0.008879989713762495,0.0010937556348811625,0.0015132678456206787,0.008430535174217688,0.03541254169548788,0.04741726950588855,0.0,-0.6818536374133741
t_Intercept_subj.268,3000.0,0.01987413972361734,0.015043999856575127,0.0011562502318905143,0.001965142788611026,0.015278864856782062,0.05622904031641454,0.07030788541355584,0.0,2.2853571189522306
t_Intercept_subj.269,3000.0,0.015422976407345617,0.011713222257909028,0.0010557186928643754,0.0016781555004490455,0.012453016062977305,0.044187897129859786,0.06558458719228223,0.0,7.5717028234280415
t_Intercept_subj.270,3000.0,0.14145520930896496,0.028593695595024626,0.061967279183842996,0.08421208436566499,0.14447267317140017,0.18520077691163653,0.2029787673449459,0.0,42.39155227998876
t_Intercept_subj.271,3000.0,0.00642110626703286,0.004576244594113848,0.0010528789096565516,0.0013848166575626205,0.005159787623706943,0.018416516311835416,0.030918063316904037,0.0,1.2118229092592478
t_Intercept_subj.272,3000.0,0.00777452757700989,0.006696074489053729,0.0010549655456944702,0.001355956480831671,0.005775096021472829,0.025075206739288543,0.054949943534086484,0.0,-8.333316410510836
t_Intercept_subj.273,3000.0,0.023159330776824125,0.0193498595208071,0.0011013498267386443,0.0020512786182391076,0.017754790284733916,0.07971402589080528,0.10124882456852112,0.0,-8.197150778085533
t_Intercept_subj.274,3000.0,0.009181502989152698,0.00771184067581472,0.0010580329728808403,0.0013566985657173368,0.006709263735550973,0.029760946943132596,0.049081323667680844,0.0,7.267999555719357
t_Intercept_subj.275,3000.0,0.22315961253577224,0.020852870266046552,0.16042295844408905,0.18019405910973044,0.22551942132650057,0.25731299028462956,0.2757700506502563,0.0,-15.024817899901672
t_Intercept_subj.276,3000.0,0.011220077206247694,0.009928416378632596,0.001056634860691474,0.001456994178654246,0.007822479636651742,0.0401420837697119,0.056933835912177544,0.0,-7.485226770590378
t_Intercept_subj.278,3000.0,0.050138453236974606,0.022907831467313615,0.0012278547925697984,0.007364171623737446,0.04989584460756595,0.09574234385344031,0.11972080868673063,0.0,8.910210372605514
t_Intercept_subj.281,3000.0,0.06051811521991178,0.019348874503220946,0.004207154347693651,0.019860956361094643,0.06142150927435684,0.09601695421933006,0.11499728832937683,0.0,-3.7730994143636236
t_Intercept_subj.282,3000.0,0.0039702171433283,0.0029744519996804234,0.0010351445376075047,0.001273448178867518,0.0030542408741047397,0.011949756894718848,0.028802419606786034,0.0,9.185109642154831
t_Intercept_subj.283,3000.0,0.017639542600839334,0.010788141268052125,0.0010967327323088115,0.002050115243758333,0.016452883835254683,0.04128350832535854,0.05689174461472611,0.0,0.802708473506447
t_Intercept_subj.284,3000.0,0.007838245330912636,0.005967959151527414,0.0010468490129036934,0.0013830469910149892,0.00618520637070053,0.022557230565603804,0.039185626368322506,0.0,3.2933799539269275
t_Intercept_subj.285,3000.0,0.0494960662842274,0.020323222730112122,0.0013533113908697511,0.005491992454966952,0.051197773792634474,0.08529098256414414,0.10723485798624506,0.0,11.15252683152366
t_Intercept_subj.286,3000.0,0.23968109633301246,0.00873725920046423,0.20982708000960398,0.22200441513313293,0.24029072702516274,0.2552521611125545,0.26596110371059833,0.0,1.7459147276385798
t_Intercept_subj.287,3000.0,0.015331591697453482,0.012830502752986915,0.0010931692963204835,0.0016604504103217557,0.012410427679048633,0.051200121200723814,0.09113621413899346,0.0,-1.0883085202791192
t_Intercept_subj.288,3000.0,0.007642619808444185,0.006028241202564132,0.0010582108405592385,0.0013865825000152602,0.005958611051497474,0.023065834614450793,0.04177990878130562,0.0,4.504338679585989
t_Intercept_subj.289,3000.0,0.00513359209319434,0.003714653106341265,0.0010279339229818131,0.0013069374568164312,0.003978479135466822,0.014999325678205052,0.02795874145618184,0.0,1.7591455300734913
t_Intercept_subj.290,3000.0,0.2359302734267009,0.02668608192250319,0.1828551449717741,0.1963719719824963,0.23065195068134026,0.31010863834984453,0.33025570969615814,0.0,-11.126549984871922
t_Intercept_subj.291,3000.0,0.29984995741986853,0.007256474616969808,0.27347324280925867,0.28490848190947743,0.3003291315829857,0.31358035878869145,0.32069850373434267,0.0,-6.136616915056646
